"PMID","Study_Type","domain","item","axis","state","primary","raw","severity"
"STUDY-0994","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0994","Causal","Measurement bias","val_outcome","validity","OK",TRUE,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies",0
"STUDY-0994","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0994","Causal","Measurement bias","diff_or_nondiff_out","validity","OK",TRUE,"Non-differential with respect to the exposure",0
"STUDY-0994","Causal","Measurement bias","val_exposure","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0994","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0994","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0994","Causal","Measurement bias","dep_or_indep_misc","validity","OK",TRUE,"Independent",0
"STUDY-0994","Causal","Confounding bias","base_conf_meth","validity","OK",TRUE,"Stratification;Matching;Regression;Inverse probability of treatment weighting",0
"STUDY-0994","Causal","Confounding bias","conf_var_det","validity","VAL",TRUE,"Based on none of the above",0.6666667
"STUDY-0994","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0994","Causal","Missing data","miss_outcome","reporting","OK",TRUE,"No",0
"STUDY-0994","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"No",0
"STUDY-0994","Causal","Mentioning errors","err_disc","reporting","OK",TRUE,"Measurement bias;Confounding bias",0
"STUDY-0499","Causal","Random error","sample_size","reporting","OK",TRUE,"Yes",0
"STUDY-0499","Causal","Random error","acc_sampl","validity","OK",TRUE,"Yes",0
"STUDY-0499","Causal","Random error","sample_ach","validity","OK",TRUE,"Yes",0
"STUDY-0499","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0499","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0499","Causal","Selection bias","ltfu_bias","reporting","OK",TRUE,"Yes",0
"STUDY-0499","Causal","Selection bias","ltfu_acc","validity","VAL",TRUE,"No",1
"STUDY-0499","Causal","Measurement bias","val_outcome","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0499","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0499","Causal","Measurement bias","diff_or_nondiff_out","validity","OK",TRUE,"Non-differential with respect to the exposure",0
"STUDY-0499","Causal","Measurement bias","val_exposure","validity","NA",TRUE,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",0
"STUDY-0499","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0499","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0499","Causal","Measurement bias","dep_or_indep_misc","validity","OK",TRUE,"Independent",0
"STUDY-0499","Causal","Confounding bias","base_conf_meth","validity","VAL",TRUE,"No adjustment for baseline confounding was done",1
"STUDY-0499","Causal","Confounding bias","conf_var_det","validity","NA",TRUE,"No adjustment for baseline and time-varying confounding was done",0
"STUDY-0499","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0499","Causal","Missing data","miss_outcome","reporting","OK",TRUE,"Yes",0
"STUDY-0499","Causal","Missing data","hand_miss_outcom","validity","VAL",TRUE,"No",1
"STUDY-0499","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"No",0
"STUDY-0499","Causal","Mentioning errors","err_disc","reporting","OK",TRUE,"Measurement bias",0
"STUDY-0350","Descriptive","Random error","sample_size","reporting","OK",TRUE,"Yes",0
"STUDY-0350","Descriptive","Random error","acc_sampl","validity","VAL",TRUE,"No",1
"STUDY-0350","Descriptive","Random error","sample_ach","validity","OK",TRUE,"Yes",0
"STUDY-0350","Descriptive","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0350","Descriptive","Measurement bias","val_outcome","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0350","Descriptive","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0350","Descriptive","Missing data","miss_outcome","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0350","Descriptive","Mentioning errors","err_disc","reporting","OK",TRUE,"Selection bias;Measurement bias",0
"STUDY-0350","Descriptive","Conflating task","confl_task","validity","VAL",TRUE,"Yes",1
"STUDY-0354","Descriptive","Random error","sample_size","reporting","OK",TRUE,"Yes",0
"STUDY-0354","Descriptive","Random error","acc_sampl","validity","VAL",TRUE,"No",1
"STUDY-0354","Descriptive","Random error","sample_ach","validity","VAL",TRUE,"No",1
"STUDY-0354","Descriptive","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0354","Descriptive","Measurement bias","val_outcome","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0354","Descriptive","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0354","Descriptive","Missing data","miss_outcome","reporting","OK",TRUE,"No",0
"STUDY-0354","Descriptive","Mentioning errors","err_disc","reporting","REP",TRUE,"None of the above",0
"STUDY-0354","Descriptive","Conflating task","confl_task","validity","OK",TRUE,"No",0
"STUDY-0839","Causal","Selection bias","base_sel","validity","OK",TRUE,"No baseline selection bias from investigator",0
"STUDY-0839","Causal","Selection bias","comp_dis","reporting","NA",TRUE,"",0
"STUDY-0839","Causal","Selection bias","ltfu_bias","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0839","Causal","Measurement bias","val_outcome","validity","NA",TRUE,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",0
"STUDY-0839","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0839","Causal","Measurement bias","diff_or_nondiff_out","validity","VAL",TRUE,"Differential with respect to the exposure",1
"STUDY-0839","Causal","Measurement bias","val_exposure","validity","NA",TRUE,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",0
"STUDY-0839","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0839","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0839","Causal","Measurement bias","dep_or_indep_misc","validity","OK",TRUE,"Independent",0
"STUDY-0839","Causal","Confounding bias","base_conf_meth","validity","VAL",TRUE,"No adjustment for baseline confounding was done",1
"STUDY-0839","Causal","Confounding bias","conf_var_det","validity","NA",TRUE,"No adjustment for baseline and time-varying confounding was done",0
"STUDY-0839","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0839","Causal","Missing data","miss_outcome","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0839","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"No",0
"STUDY-0839","Causal","Mentioning errors","err_disc","reporting","OK",TRUE,"Selection bias;Measurement bias",0
"STUDY-0750","Causal","Random error","sample_size","reporting","REP",TRUE,"No",0
"STUDY-0750","Causal","Random error","acc_sampl","validity","NA",TRUE,"",0
"STUDY-0750","Causal","Random error","sample_ach","validity","NA",TRUE,"",0
"STUDY-0750","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0750","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0750","Causal","Selection bias","ltfu_bias","reporting","OK",TRUE,"No",0
"STUDY-0750","Causal","Measurement bias","val_outcome","validity","VAL",TRUE,"No",1
"STUDY-0750","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0750","Causal","Measurement bias","diff_or_nondiff_out","validity","OK",TRUE,"Non-differential with respect to the exposure",0
"STUDY-0750","Causal","Measurement bias","val_exposure","validity","NA",TRUE,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",0
"STUDY-0750","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0750","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0750","Causal","Measurement bias","dep_or_indep_misc","validity","OK",TRUE,"Independent",0
"STUDY-0750","Causal","Confounding bias","base_conf_meth","validity","VAL",TRUE,"No adjustment for baseline confounding was done",1
"STUDY-0750","Causal","Confounding bias","conf_var_det","validity","NA",TRUE,"No adjustment for baseline and time-varying confounding was done",0
"STUDY-0750","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0750","Causal","Missing data","miss_outcome","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0750","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"No",0
"STUDY-0750","Causal","Mentioning errors","err_disc","reporting","REP",TRUE,"None of the above",0
"STUDY-0259","Causal","Random error","sample_size","reporting","REP",TRUE,"No",0
"STUDY-0259","Causal","Random error","acc_sampl","validity","NA",TRUE,"",0
"STUDY-0259","Causal","Random error","sample_ach","validity","NA",TRUE,"",0
"STUDY-0259","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0259","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0259","Causal","Selection bias","ltfu_bias","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0259","Causal","Measurement bias","val_outcome","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0259","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0259","Causal","Measurement bias","diff_or_nondiff_out","validity","OK",TRUE,"Non-differential with respect to the exposure",0
"STUDY-0259","Causal","Measurement bias","val_exposure","validity","OK",TRUE,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies",0
"STUDY-0259","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0259","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0259","Causal","Measurement bias","dep_or_indep_misc","validity","OK",TRUE,"Independent",0
"STUDY-0259","Causal","Confounding bias","base_conf_meth","validity","VAL",TRUE,"No adjustment for baseline confounding was done",1
"STUDY-0259","Causal","Confounding bias","conf_var_det","validity","NA",TRUE,"No adjustment for baseline and time-varying confounding was done",0
"STUDY-0259","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0259","Causal","Missing data","miss_outcome","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0259","Causal","Missing data","miss_exposure","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0259","Causal","Mentioning errors","err_disc","reporting","OK",TRUE,"Measurement bias",0
"STUDY-0431","Causal","Random error","sample_size","reporting","REP",TRUE,"No",0
"STUDY-0431","Causal","Random error","acc_sampl","validity","NA",TRUE,"",0
"STUDY-0431","Causal","Random error","sample_ach","validity","NA",TRUE,"",0
"STUDY-0431","Causal","Selection bias","base_sel","validity","OK",TRUE,"No baseline selection bias from investigator",0
"STUDY-0431","Causal","Selection bias","comp_dis","reporting","NA",TRUE,"",0
"STUDY-0431","Causal","Selection bias","ltfu_bias","reporting","OK",TRUE,"Yes",0
"STUDY-0431","Causal","Selection bias","ltfu_acc","validity","VAL",TRUE,"No",1
"STUDY-0431","Causal","Measurement bias","val_outcome","validity","NA",TRUE,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",0
"STUDY-0431","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0431","Causal","Measurement bias","diff_or_nondiff_out","validity","VAL",TRUE,"Differential with respect to the exposure",1
"STUDY-0431","Causal","Measurement bias","val_exposure","validity","NA",TRUE,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",0
"STUDY-0431","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0431","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0431","Causal","Measurement bias","dep_or_indep_misc","validity","OK",TRUE,"Independent",0
"STUDY-0431","Causal","Confounding bias","base_conf_meth","validity","OK",TRUE,"Randomization",0
"STUDY-0431","Causal","Confounding bias","conf_var_det","validity","NA",TRUE,"No adjustment for baseline and time-varying confounding was done",0
"STUDY-0431","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0431","Causal","Missing data","miss_outcome","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0431","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"No",0
"STUDY-0431","Causal","Mentioning errors","err_disc","reporting","REP",TRUE,"None of the above",0
"STUDY-0821","Descriptive","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0821","Descriptive","Measurement bias","val_outcome","validity","OK",TRUE,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies",0
"STUDY-0821","Descriptive","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0821","Descriptive","Missing data","miss_outcome","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0821","Descriptive","Mentioning errors","err_disc","reporting","OK",TRUE,"Selection bias;Measurement bias;Missing data",0
"STUDY-0821","Descriptive","Conflating task","confl_task","validity","VAL",TRUE,"Yes",1
"STUDY-1022","Causal","Random error","sample_size","reporting","REP",TRUE,"No",0
"STUDY-1022","Causal","Random error","acc_sampl","validity","NA",TRUE,"",0
"STUDY-1022","Causal","Random error","sample_ach","validity","NA",TRUE,"",0
"STUDY-1022","Causal","Selection bias","base_sel","validity","OK",TRUE,"Yes",0
"STUDY-1022","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-1022","Causal","Selection bias","ltfu_bias","reporting","OK",TRUE,"No",0
"STUDY-1022","Causal","Measurement bias","val_outcome","validity","VAL",TRUE,"No",1
"STUDY-1022","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-1022","Causal","Measurement bias","diff_or_nondiff_out","validity","VAL",TRUE,"Differential with respect to the exposure",1
"STUDY-1022","Causal","Measurement bias","val_exposure","validity","NA",TRUE,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",0
"STUDY-1022","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-1022","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-1022","Causal","Measurement bias","dep_or_indep_misc","validity","OK",TRUE,"Independent",0
"STUDY-1022","Causal","Confounding bias","base_conf_meth","validity","OK",TRUE,"Randomization",0
"STUDY-1022","Causal","Confounding bias","conf_var_det","validity","NA",TRUE,"No adjustment for baseline and time-varying confounding was done",0
