PMID,Study_Type,variable,section,r1,r2,adjTA,adjYA,p2,final,source,status,phase1,verdict
STUDY-0405,Causal,causal_exposure_type,Causal,Objective,Objective,NA,NA,NA,Objective,agreed,Reviewers agreed,NA,NA
STUDY-0405,Causal,causal_diff_or_nondiff_exp,Causal,Non-differential with respect to the outcome,Non-differential with respect to the outcome,NA,NA,NA,Non-differential with respect to the outcome,agreed,Reviewers agreed,NA,NA
STUDY-0405,Causal,causal_exp_bias_acc,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0405,Causal,causal_outcome_type,Causal,Objective,Objective,NA,NA,NA,Objective,agreed,Reviewers agreed,NA,NA
STUDY-0405,Causal,causal_out_bias_acc,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0405,Causal,causal_dep_or_indep_misc,Causal,Dependent,Dependent,NA,NA,NA,Dependent,agreed,Reviewers agreed,NA,NA
STUDY-0405,Causal,causal_time_verying,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0405,Causal,causal_tv_conf_meth,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0405,Causal,causal_miss_exposure,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0405,Causal,causal_hand_miss_exposure,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0405,Causal,causal_miss_outcome,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0405,Causal,causal_hand_miss_outcom,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0405,Causal,causal_err_disc,Causal,Selection bias,Selection bias,NA,NA,NA,Selection bias,agreed,Reviewers agreed,NA,NA
STUDY-0531,Descriptive,recusal,Shared,"No, I do not wish to recuse myself.","No, I do not wish to recuse myself.",NA,NA,NA,"No, I do not wish to recuse myself.",agreed,Reviewers agreed,NA,NA
STUDY-0531,Descriptive,task,Shared,Descriptive,Descriptive,NA,NA,NA,Descriptive,agreed,Reviewers agreed,NA,NA
STUDY-0531,Descriptive,descriptive_design,Descriptive,Cross-sectional,Cross-sectional,NA,NA,NA,Cross-sectional,agreed,Reviewers agreed,NA,NA
STUDY-0531,Descriptive,descriptive_pop,Descriptive,Yes,Yes,NA,NA,NA,Yes,agreed,Reviewers agreed,NA,NA
STUDY-0531,Descriptive,descriptive_sampling,Descriptive,Non-random,Non-random,NA,NA,NA,Non-random,agreed,Reviewers agreed,NA,NA
STUDY-0531,Descriptive,descriptive_sample_size,Descriptive,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0531,Descriptive,descriptive_acc_sampl,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0531,Descriptive,descriptive_sample_ach,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0531,Descriptive,descriptive_base_sel,Descriptive,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0531,Descriptive,descriptive_outcome_type,Descriptive,Objective,Objective,NA,NA,NA,Objective,agreed,Reviewers agreed,NA,NA
STUDY-0531,Descriptive,descriptive_out_bias_acc,Descriptive,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0531,Descriptive,descriptive_hand_miss_outcom,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0531,Descriptive,descriptive_confl_task,Descriptive,Yes,Yes,NA,NA,NA,Yes,agreed,Reviewers agreed,NA,NA
STUDY-0531,Descriptive,predictive_design,Predictive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0531,Descriptive,predictive_pop,Predictive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0531,Descriptive,causal_design,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0531,Descriptive,causal_pop,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0531,Descriptive,causal_sampling,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0531,Descriptive,causal_sample_size,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0531,Descriptive,causal_acc_sampl,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0531,Descriptive,causal_sample_ach,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0531,Descriptive,causal_base_sel,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0531,Descriptive,causal_comp_dis,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0531,Descriptive,causal_follow,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0531,Descriptive,causal_ltfu_bias,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0531,Descriptive,causal_ltfu_acc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0531,Descriptive,causal_exposure_type,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0531,Descriptive,causal_val_exposure,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0531,Descriptive,causal_diff_or_nondiff_exp,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0531,Descriptive,causal_exp_bias_acc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0531,Descriptive,causal_outcome_type,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0531,Descriptive,causal_val_outcome,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0531,Descriptive,causal_diff_or_nondiff_out,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0531,Descriptive,causal_out_bias_acc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0531,Descriptive,causal_dep_or_indep_misc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0531,Descriptive,causal_base_conf_meth,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0531,Descriptive,causal_time_verying,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0531,Descriptive,causal_tv_conf_meth,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0531,Descriptive,causal_conf_var_det,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0531,Descriptive,causal_miss_exposure,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0531,Descriptive,causal_hand_miss_exposure,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0531,Descriptive,causal_miss_outcome,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0531,Descriptive,causal_hand_miss_outcom,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0531,Descriptive,causal_err_disc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0106,Descriptive,recusal,Shared,"No, I do not wish to recuse myself.","No, I do not wish to recuse myself.",NA,NA,NA,"No, I do not wish to recuse myself.",agreed,Reviewers agreed,NA,NA
STUDY-0106,Descriptive,task,Shared,Descriptive,Descriptive,NA,NA,NA,Descriptive,agreed,Reviewers agreed,NA,NA
STUDY-0106,Descriptive,descriptive_design,Descriptive,Cross-sectional,Cross-sectional,NA,NA,NA,Cross-sectional,agreed,Reviewers agreed,NA,NA
STUDY-0106,Descriptive,descriptive_pop,Descriptive,Yes,Yes,NA,NA,NA,Yes,agreed,Reviewers agreed,NA,NA
STUDY-0106,Descriptive,descriptive_sampling,Descriptive,Non-random,Non-random,NA,NA,NA,Non-random,agreed,Reviewers agreed,NA,NA
STUDY-0106,Descriptive,descriptive_sample_size,Descriptive,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0106,Descriptive,descriptive_acc_sampl,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0106,Descriptive,descriptive_sample_ach,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0106,Descriptive,descriptive_base_sel,Descriptive,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0106,Descriptive,descriptive_out_bias_acc,Descriptive,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0106,Descriptive,descriptive_miss_outcome,Descriptive,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0106,Descriptive,descriptive_hand_miss_outcom,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0106,Descriptive,predictive_design,Predictive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0106,Descriptive,predictive_pop,Predictive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0106,Descriptive,causal_design,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0106,Descriptive,causal_pop,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0106,Descriptive,causal_sampling,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0106,Descriptive,causal_sample_size,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0106,Descriptive,causal_acc_sampl,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0106,Descriptive,causal_sample_ach,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0106,Descriptive,causal_base_sel,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0106,Descriptive,causal_comp_dis,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0106,Descriptive,causal_follow,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0106,Descriptive,causal_ltfu_bias,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0106,Descriptive,causal_ltfu_acc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0106,Descriptive,causal_exposure_type,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0106,Descriptive,causal_val_exposure,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0106,Descriptive,causal_diff_or_nondiff_exp,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0106,Descriptive,causal_exp_bias_acc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0106,Descriptive,causal_outcome_type,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0106,Descriptive,causal_val_outcome,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0106,Descriptive,causal_diff_or_nondiff_out,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0106,Descriptive,causal_out_bias_acc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0106,Descriptive,causal_dep_or_indep_misc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0106,Descriptive,causal_base_conf_meth,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0106,Descriptive,causal_time_verying,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0106,Descriptive,causal_tv_conf_meth,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0106,Descriptive,causal_conf_var_det,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0106,Descriptive,causal_miss_exposure,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0106,Descriptive,causal_hand_miss_exposure,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0106,Descriptive,causal_miss_outcome,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0106,Descriptive,causal_hand_miss_outcom,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0106,Descriptive,causal_err_disc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0527,Causal,recusal,Shared,"No, I do not wish to recuse myself.","No, I do not wish to recuse myself.",NA,NA,NA,"No, I do not wish to recuse myself.",agreed,Reviewers agreed,NA,NA
STUDY-0527,Causal,task,Shared,Causal,Causal,NA,NA,NA,Causal,agreed,Reviewers agreed,NA,NA
STUDY-0527,Causal,descriptive_design,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0527,Causal,descriptive_pop,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0527,Causal,descriptive_sampling,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0527,Causal,descriptive_sample_size,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0527,Causal,descriptive_acc_sampl,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0527,Causal,descriptive_sample_ach,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0527,Causal,descriptive_base_sel,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0527,Causal,descriptive_outcome_type,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0527,Causal,descriptive_val_outcome,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0527,Causal,descriptive_out_bias_acc,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0527,Causal,descriptive_miss_outcome,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0527,Causal,descriptive_hand_miss_outcom,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0527,Causal,descriptive_err_disc,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0527,Causal,descriptive_confl_task,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0527,Causal,predictive_design,Predictive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0527,Causal,predictive_pop,Predictive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0527,Causal,causal_design,Causal,Cross-sectional,Cross-sectional,NA,NA,NA,Cross-sectional,agreed,Reviewers agreed,NA,NA
STUDY-0527,Causal,causal_pop,Causal,Yes,Yes,NA,NA,NA,Yes,agreed,Reviewers agreed,NA,NA
STUDY-0527,Causal,causal_sample_size,Causal,Yes,Yes,NA,NA,NA,Yes,agreed,Reviewers agreed,NA,NA
STUDY-0527,Causal,causal_acc_sampl,Causal,Yes,Yes,NA,NA,NA,Yes,agreed,Reviewers agreed,NA,NA
STUDY-0527,Causal,causal_sample_ach,Causal,Yes,Yes,NA,NA,NA,Yes,agreed,Reviewers agreed,NA,NA
STUDY-0527,Causal,causal_base_sel,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0527,Causal,causal_comp_dis,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0527,Causal,causal_follow,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0527,Causal,causal_ltfu_bias,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0527,Causal,causal_ltfu_acc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0527,Causal,causal_exposure_type,Causal,Subjective,Subjective,NA,NA,NA,Subjective,agreed,Reviewers agreed,NA,NA
STUDY-0527,Causal,causal_exp_bias_acc,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0527,Causal,causal_outcome_type,Causal,Subjective,Subjective,NA,NA,NA,Subjective,agreed,Reviewers agreed,NA,NA
STUDY-0527,Causal,causal_val_outcome,Causal,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",NA,NA,NA,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",agreed,Reviewers agreed,NA,NA
STUDY-0527,Causal,causal_out_bias_acc,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0527,Causal,causal_dep_or_indep_misc,Causal,Dependent,Dependent,NA,NA,NA,Dependent,agreed,Reviewers agreed,NA,NA
STUDY-0527,Causal,causal_time_verying,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0527,Causal,causal_tv_conf_meth,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0527,Causal,causal_conf_var_det,Causal,No adjustment for baseline and time-varying confounding was done,No adjustment for baseline and time-varying confounding was done,NA,NA,NA,No adjustment for baseline and time-varying confounding was done,agreed,Reviewers agreed,NA,NA
STUDY-0527,Causal,causal_miss_exposure,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0527,Causal,causal_hand_miss_exposure,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0527,Causal,causal_miss_outcome,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0527,Causal,causal_hand_miss_outcom,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0527,Causal,causal_err_disc,Causal,Selection bias,Selection bias,NA,NA,NA,Selection bias,agreed,Reviewers agreed,NA,NA
STUDY-0436,Causal,recusal,Shared,"No, I do not wish to recuse myself.","No, I do not wish to recuse myself.",NA,NA,NA,"No, I do not wish to recuse myself.",agreed,Reviewers agreed,NA,NA
STUDY-0436,Causal,task,Shared,Causal,Causal,NA,NA,NA,Causal,agreed,Reviewers agreed,NA,NA
STUDY-0436,Causal,descriptive_design,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0436,Causal,descriptive_pop,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0436,Causal,descriptive_sampling,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0436,Causal,descriptive_sample_size,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0436,Causal,descriptive_acc_sampl,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0436,Causal,descriptive_sample_ach,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0436,Causal,descriptive_base_sel,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0436,Causal,descriptive_outcome_type,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0436,Causal,descriptive_val_outcome,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0436,Causal,descriptive_out_bias_acc,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0436,Causal,descriptive_miss_outcome,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0436,Causal,descriptive_hand_miss_outcom,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0436,Causal,descriptive_err_disc,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0436,Causal,descriptive_confl_task,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0436,Causal,predictive_design,Predictive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0436,Causal,predictive_pop,Predictive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0436,Causal,causal_pop,Causal,Yes,Yes,NA,NA,NA,Yes,agreed,Reviewers agreed,NA,NA
STUDY-0436,Causal,causal_sampling,Causal,Non-random,Non-random,NA,NA,NA,Non-random,agreed,Reviewers agreed,NA,NA
STUDY-0436,Causal,causal_sample_size,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0436,Causal,causal_acc_sampl,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0436,Causal,causal_sample_ach,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0436,Causal,causal_base_sel,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0436,Causal,causal_comp_dis,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0436,Causal,causal_follow,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0436,Causal,causal_ltfu_bias,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0436,Causal,causal_ltfu_acc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0436,Causal,causal_exposure_type,Causal,Objective,Objective,NA,NA,NA,Objective,agreed,Reviewers agreed,NA,NA
STUDY-0436,Causal,causal_exp_bias_acc,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0436,Causal,causal_val_outcome,Causal,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",NA,NA,NA,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",agreed,Reviewers agreed,NA,NA
