PMID,Study_Type,first_author_saudi,last_author_saudi,corresponding_author_saudi,pct_saudi_ge50,causal_acc_sampl,causal_base_conf_meth,causal_base_sel,causal_comp_dis,causal_conf_var_det,causal_dep_or_indep_misc,causal_design,causal_diff_or_nondiff_exp,causal_diff_or_nondiff_out,causal_err_disc,causal_exp_bias_acc,causal_exposure_type,causal_follow,causal_hand_miss_exposure,causal_hand_miss_outcom,causal_ltfu_acc,causal_ltfu_bias,causal_miss_exposure,causal_miss_outcome,causal_out_bias_acc,causal_outcome_type,causal_pop,causal_sample_ach,causal_sample_size,causal_sampling,causal_time_verying,causal_tv_conf_meth,causal_val_exposure,causal_val_outcome,descriptive_acc_sampl,descriptive_base_sel,descriptive_confl_task,descriptive_design,descriptive_err_disc,descriptive_hand_miss_outcom,descriptive_miss_outcome,descriptive_out_bias_acc,descriptive_outcome_type,descriptive_pop,descriptive_sample_ach,descriptive_sample_size,descriptive_sampling,descriptive_val_outcome,predictive_design,predictive_pop,recusal,task
STUDY-0434,Causal,1,0,1,>=50%,No,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Independent,Cross-sectional,Non-differential with respect to the outcome,Non-differential with respect to the exposure,Random error;Confounding bias;Missing data,No,Objective,No,,,,,Not reported or unknown,No,No,Objective,Yes,Yes,Yes,Non-random,No,,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies","Yes, the authors conducted criterion validity or cited the criterion validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0237,Causal,0,0,0,<50%,,Regression,No,No,Based on none of the above,Independent,Cohort (including clinical trials without randomization),Non-differential with respect to the outcome,Non-differential with respect to the exposure,Selection bias,No,Objective,Yes,No,No,,Not reported or unknown,Yes,Yes,No,Objective,Yes,,No,Non-random,No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","This type of objective measurement does not usually require validation (e.g., surgical intervention)",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0825,Predictive,0,0,0,<50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,No,"No, I do not wish to recuse myself.",Predictive
STUDY-0329,Causal,1,1,1,>=50%,,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Independent,Cross-sectional,Non-differential with respect to the outcome,Non-differential with respect to the exposure,Selection bias;Measurement bias,No,Objective,No,,,,,No,Not reported or unknown,No,Objective,Yes,,No,Non-random,No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","Yes, the authors conducted criterion validity or cited the criterion validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0101,Predictive,1,0,1,<50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prognostic,No,"No, I do not wish to recuse myself.",Predictive
STUDY-0561,Causal,1,1,1,>=50%,No,Randomization,No baseline selection bias from investigator,,Based on previous literature,Independent,Randomized clinical trial (including all types of randomized experiments),Non-differential with respect to the outcome,Non-differential with respect to the exposure,Random error,No,Objective,Yes,,,,No,No,No,No,Objective,Yes,Yes,Yes,Non-random,No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","This type of objective measurement does not usually require validation (e.g., surgical intervention)",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0130,Descriptive,0,0,0,<50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Cross-sectional,None of the above,,No,No,Objective,Yes,Yes,Yes,Non-random,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,"No, I do not wish to recuse myself.",Descriptive
STUDY-0083,Causal,0,0,0,<50%,,Regression,No,No,Based on none of the above,Independent,Cohort (including clinical trials without randomization),Non-differential with respect to the outcome,Non-differential with respect to the exposure,None of the above,No,Objective,Yes,,,,Not reported or unknown,No,Not reported or unknown,No,Objective,No,,No,Non-random,No,skipped,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",No,,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0633,Causal,0,0,0,<50%,,Regression,No,No,Based on previous literature,Dependent,Cross-sectional,Non-differential with respect to the outcome,Non-differential with respect to the exposure,Selection bias,No,Subjective,No,,,,,No,No,No,Subjective,No,,No,Non-random,No,,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0876,Causal,1,1,1,>=50%,,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Dependent,Cross-sectional,Non-differential with respect to the outcome,Non-differential with respect to the exposure,Selection bias;Confounding bias,No,Objective,No,,,,,No,No,No,Subjective,Yes,,No,Random,No,,No,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0669,Causal,1,0,0,>=50%,Yes,Randomization,No,No,No adjustment for baseline and time-varying confounding was done,Independent,Randomized clinical trial (including all types of randomized experiments),Non-differential with respect to the outcome,Differential with respect to the exposure,Measurement bias,No,Objective,Yes,,No,No,Yes,No,Yes,No,Objective,Yes,No,Yes,Random,No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","Yes, the authors conducted criterion validity or cited the criterion validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0504,Predictive,0,0,1,<50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,No,"No, I do not wish to recuse myself.",Predictive
STUDY-0074,Descriptive,1,1,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No baseline selection bias from investigator,Yes,Cohort,Random error;Selection bias,,No,No,Objective,Yes,,,Whole population was invited (no sample was taken),No,,,"No, I do not wish to recuse myself.",Descriptive
STUDY-0055,Descriptive,0,0,0,<50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Cohort,Selection bias;Measurement bias,,No,No,Objective,No,,No,Non-random,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies",,,"No, I do not wish to recuse myself.",Descriptive
STUDY-0722,Descriptive,1,1,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Cross-sectional,None of the above,,No,No,Subjective,Yes,,No,Non-random,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,"No, I do not wish to recuse myself.",Descriptive
STUDY-0947,Descriptive,1,0,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Cross-sectional,None of the above,,No,No,Objective,Yes,,No,Non-random,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies",,,"No, I do not wish to recuse myself.",Descriptive
STUDY-0245,Descriptive,1,0,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Cross-sectional,None of the above,,No,No,Objective,Yes,,,Whole population was invited (no sample was taken),No,,,"No, I do not wish to recuse myself.",Descriptive
STUDY-0551,Predictive,1,0,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,No,"No, I do not wish to recuse myself.",Predictive
STUDY-0379,Causal,1,1,1,>=50%,Yes,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Independent,Cross-sectional,Non-differential with respect to the outcome,Non-differential with respect to the exposure,Measurement bias,No,Objective,No,"Yes, single imputation with mean value",,,,Yes,No,No,Objective,Yes,Yes,Yes,Random,No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","Yes, the authors conducted criterion validity or cited the criterion validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0887,Causal,1,1,1,>=50%,,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Independent,Cross-sectional,Differential with respect to the outcome,Differential with respect to the exposure,Random error;Selection bias;Measurement bias;Missing data,No,Objective,No,,,,,No,No,No,Objective,Yes,,No,Non-random,No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0695,Causal,0,0,0,<50%,,Regression,No,No,Based on none of the above,Independent,Cross-sectional,Non-differential with respect to the outcome,Non-differential with respect to the exposure,Measurement bias,No,Objective,No,,,,,Not reported or unknown,Not reported or unknown,No,Objective,No,,No,Non-random,No,,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies","Yes, the authors conducted criterion validity or cited the criterion validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0762,Causal,0,0,0,<50%,,Regression,No baseline selection bias from investigator,,Based on none of the above,Dependent,Cross-sectional,Non-differential with respect to the outcome,Differential with respect to the exposure,None of the above,No,Objective,No,,,,,No,No,No,Objective,No,,,Whole population was invited (no sample was taken),No,,No,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0823,Causal,1,1,1,>=50%,,Regression,No,No,Based on statistical criteria,Dependent,Cross-sectional,Non-differential with respect to the outcome,Non-differential with respect to the exposure,None of the above,No,Objective,No,,,,,Not reported or unknown,Not reported or unknown,No,Subjective,Yes,,No,Non-random,No,,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0536,Causal,1,1,1,>=50%,No,Regression,No,No,Based on none of the above,Dependent,Cross-sectional,Non-differential with respect to the outcome,Non-differential with respect to the exposure,None of the above,No,Objective,No,,,,,No,No,No,Subjective,Yes,Yes,Yes,Non-random,No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","Yes, the authors conducted criterion validity or cited the criterion validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0910,Predictive,0,0,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,No,"No, I do not wish to recuse myself.",Predictive
STUDY-0650,Causal,1,1,1,>=50%,,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Independent,Cross-sectional,Non-differential with respect to the outcome,Non-differential with respect to the exposure,Selection bias;Measurement bias,No,Objective,No,,,,,No,Not reported or unknown,No,Subjective,Yes,,,Whole population was invited (no sample was taken),No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","Yes, the authors conducted criterion validity or cited the criterion validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0273,Causal,0,0,0,<50%,No,Regression,No,No,Based on previous literature,Dependent,Cross-sectional,Non-differential with respect to the outcome,Non-differential with respect to the exposure,Selection bias;Measurement bias,No,Subjective,No,No,,,,Yes,Not reported or unknown,No,Objective,Yes,Yes,Yes,Non-random,No,,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0961,Causal,0,1,0,<50%,,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Dependent,Cross-sectional,Non-differential with respect to the outcome,Non-differential with respect to the exposure,Measurement bias,No,Objective,No,,,,,No,No,No,Objective,No,,No,Random,No,,No,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0712,Predictive,1,1,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,Yes,"No, I do not wish to recuse myself.",Predictive
STUDY-0609,Causal,1,1,1,>=50%,No,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Dependent,Cross-sectional,Differential with respect to the outcome,Differential with respect to the exposure,Measurement bias,No,Objective,No,,No,,,No,Yes,No,Objective,Yes,Yes,Yes,Non-random,No,,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0976,Causal,1,1,1,>=50%,,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Dependent,Cross-sectional,Non-differential with respect to the outcome,Differential with respect to the exposure,Selection bias,No,Objective,No,,No,,,No,Yes,No,Objective,Yes,,No,Non-random,No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0282,Causal,0,1,0,<50%,No,Matching,No,No,Based on none of the above,Independent,Case-control,Non-differential with respect to the outcome,Non-differential with respect to the exposure,None of the above,No,Objective,No,,,,,No,No,No,Objective,No,Yes,Yes,Non-random,No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","This type of objective measurement does not usually require validation (e.g., surgical intervention)",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0867,Descriptive,1,1,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Cross-sectional,Random error,,No,No,Objective,Yes,,No,Non-random,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies",,,"No, I do not wish to recuse myself.",Descriptive
STUDY-0794,Descriptive,1,0,0,<50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Cross-sectional,None of the above,,No,No,Objective,No,,No,Non-random,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies",,,"No, I do not wish to recuse myself.",Descriptive
STUDY-0031,Predictive,1,0,1,<50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prognostic,No,"No, I do not wish to recuse myself.",Predictive
STUDY-0829,Causal,0,0,1,<50%,No,Randomization,No baseline selection bias from investigator,,Based on statistical criteria,Independent,Randomized clinical trial (including all types of randomized experiments),Non-differential with respect to the outcome,Non-differential with respect to the exposure,None of the above,No,Objective,Yes,,,,No,No,No,No,Objective,No,Yes,Yes,Non-random,No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","This type of objective measurement does not usually require validation (e.g., surgical intervention)",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0875,Descriptive,1,1,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Cross-sectional,Random error;Selection bias;Measurement bias,,No,No,Objective,No,Yes,Yes,Non-random,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,"No, I do not wish to recuse myself.",Descriptive
STUDY-0443,Causal,0,0,0,<50%,,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Independent,Cohort (including clinical trials without randomization),Non-differential with respect to the outcome,Non-differential with respect to the exposure,Random error,No,Objective,Yes,,,,Not reported or unknown,No,No,No,Objective,No,,No,Non-random,No,,No,No,,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0269,Causal,0,0,0,<50%,,Regression,No baseline selection bias from investigator,,Based on previous literature,Independent,Cohort (including clinical trials without randomization),Non-differential with respect to the outcome,Non-differential with respect to the exposure,None of the above,No,Objective,Yes,,,,Not reported or unknown,No,No,No,Objective,No,,,Whole population was invited (no sample was taken),No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","This type of objective measurement does not usually require validation (e.g., surgical intervention)",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0241,Causal,1,1,1,>=50%,,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Independent,Cohort (including clinical trials without randomization),Non-differential with respect to the outcome,Non-differential with respect to the exposure,Confounding bias,No,Objective,Yes,,,,Not reported or unknown,Not reported or unknown,Not reported or unknown,No,Objective,Yes,,No,Non-random,No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","This type of objective measurement does not usually require validation (e.g., surgical intervention)",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0336,Causal,1,1,1,>=50%,No,Randomization,No baseline selection bias from investigator,skipped,No adjustment for baseline and time-varying confounding was done,Independent,Randomized clinical trial (including all types of randomized experiments),Non-differential with respect to the outcome,Non-differential with respect to the exposure,None of the above,No,Objective,Yes,,,,No,No,No,No,Objective,No,Yes,Yes,Non-random,No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0812,Causal,1,1,1,>=50%,No,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Independent,Cross-sectional,Non-differential with respect to the outcome,Non-differential with respect to the exposure,None of the above,No,Objective,No,,,,,No,No,No,Objective,Yes,Yes,Yes,Non-random,No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0567,Causal,0,0,0,<50%,,Randomization,No,No,No adjustment for baseline and time-varying confounding was done,Independent,Randomized clinical trial (including all types of randomized experiments),Non-differential with respect to the outcome,Non-differential with respect to the exposure,Random error,No,Objective,Yes,,,,Not reported or unknown,Not reported or unknown,Not reported or unknown,No,Subjective,No,,,Whole population was invited (no sample was taken),No,skipped,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",No,,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0232,Descriptive,0,0,0,<50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No baseline selection bias from investigator,Yes,Cohort,Random error;Measurement bias,,No,No,Objective,No,,,Whole population was invited (no sample was taken),"This type of objective measurement does not usually require validation (e.g., surgical intervention)",,,"No, I do not wish to recuse myself.",Descriptive
STUDY-0125,Predictive,0,0,1,<50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prognostic,No,"No, I do not wish to recuse myself.",Predictive
STUDY-0648,Descriptive,1,1,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Cross-sectional,Random error;Selection bias;Measurement bias,,Not reported or unknown,No,Subjective,Yes,,No,Non-random,No,,,"No, I do not wish to recuse myself.",Descriptive
STUDY-0656,Causal,1,1,1,>=50%,No,Regression,No,No,Based on change of estimate,Dependent,Cross-sectional,Differential with respect to the outcome,Differential with respect to the exposure,Measurement bias,No,Subjective,No,,,,,No,No,No,Objective,Yes,Yes,Yes,Non-random,No,,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies","This type of objective measurement does not usually require validation (e.g., surgical intervention)",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0185,Descriptive,0,0,0,<50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Cross-sectional,Selection bias;Measurement bias,,Not reported or unknown,No,Objective,No,,No,Non-random,No,,,"No, I do not wish to recuse myself.",Descriptive
STUDY-0991,Causal,1,1,1,>=50%,No,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Independent,Case-control,Differential with respect to the outcome,Differential with respect to the exposure,None of the above,No,Objective,No,,,,,No,No,No,Objective,Yes,No,Yes,Non-random,No,,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0065,Predictive,1,0,1,<50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,Yes,"No, I do not wish to recuse myself.",Predictive
STUDY-0047,Descriptive,1,1,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Cross-sectional,None of the above,,No,No,Objective,Yes,,No,Non-random,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",,,"No, I do not wish to recuse myself.",Descriptive
STUDY-0457,Predictive,0,0,0,<50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,No,"No, I do not wish to recuse myself.",Predictive
STUDY-0186,Descriptive,1,1,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Cross-sectional,Selection bias;Measurement bias,,No,No,Subjective,Yes,Yes,Yes,Non-random,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,"No, I do not wish to recuse myself.",Descriptive
STUDY-0713,Causal,0,0,0,<50%,Yes,Regression,No,No,Based on none of the above,Independent,Cross-sectional,Non-differential with respect to the outcome,Non-differential with respect to the exposure,Selection bias,No,Objective,No,,,,,No,Not reported or unknown,No,Subjective,Yes,Yes,Yes,Non-random,No,,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted criterion validity or cited the criterion validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0710,Causal,0,1,0,<50%,,Randomization,No,No,No adjustment for baseline and time-varying confounding was done,Independent,Randomized clinical trial (including all types of randomized experiments),Non-differential with respect to the outcome,Differential with respect to the exposure,Random error,No,Objective,Yes,,,,No,No,No,No,Objective,No,,No,Non-random,No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0520,Descriptive,1,1,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No baseline selection bias from investigator,Yes,Cross-sectional,None of the above,,No,No,Objective,Yes,,No,Non-random,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies",,,"No, I do not wish to recuse myself.",Descriptive
STUDY-0156,Descriptive,1,1,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Cross-sectional,None of the above,,No,No,Subjective,Yes,,No,Non-random,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,"No, I do not wish to recuse myself.",Descriptive
STUDY-0944,Descriptive,1,0,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Cross-sectional,None of the above,,No,No,Objective,No,,No,Random,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,"No, I do not wish to recuse myself.",Descriptive
STUDY-0305,Causal,1,1,1,>=50%,No,Regression,No,No,Based on previous literature,Dependent,Cross-sectional,Differential with respect to the outcome,Differential with respect to the exposure,None of the above,No,Subjective,No,No,No,,,Yes,Yes,No,Objective,Yes,Yes,Yes,Random,No,,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted criterion validity or cited the criterion validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0676,Causal,1,1,1,>=50%,,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Dependent,Cohort (including clinical trials without randomization),Differential with respect to the outcome,Differential with respect to the exposure,None of the above,No,Objective,No,,,,,Not reported or unknown,No,No,Objective,Yes,,No,Non-random,No,,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",No,,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0927,Causal,1,1,1,>=50%,Yes,No adjustment for baseline confounding was done,No,No,No adjustment for baseline and time-varying confounding was done,Dependent,Cross-sectional,Differential with respect to the outcome,Differential with respect to the exposure,Selection bias;Measurement bias,No,Objective,No,,,,,No,No,No,Objective,Yes,Yes,Yes,Non-random,No,,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0906,Causal,1,1,1,>=50%,,Regression,No baseline selection bias from investigator,skipped,Based on statistical criteria,Independent,Cohort (including clinical trials without randomization),Non-differential with respect to the outcome,Differential with respect to the exposure,Measurement bias,No,Objective,Yes,,,,Not reported or unknown,No,Not reported or unknown,No,Objective,Yes,,,Whole population was invited (no sample was taken),No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",No,,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0883,Predictive,1,1,1,>=50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prognostic,Yes,"No, I do not wish to recuse myself.",Predictive
STUDY-0501,Causal,1,0,1,>=50%,No,Regression,No,No,Based on previous literature,Dependent,Cross-sectional,Differential with respect to the outcome,Differential with respect to the exposure,Selection bias,No,Objective,No,,skipped,,,No,No,No,Subjective,Yes,Yes,Yes,Non-random,No,,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0868,Causal,1,0,0,<50%,,Stratification;Regression,No baseline selection bias from investigator,,Based on Directed Acyclic Graphs (DAGs)/subject matter expertise,Independent,Ecological,Non-differential with respect to the outcome,Non-differential with respect to the exposure,Measurement bias;Confounding bias,No,Objective,No,No,No,,,Yes,Yes,No,Objective,No,,,Whole population was invited (no sample was taken),No,,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",No,,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0183,Causal,1,1,1,>=50%,No,Regression,No,No,Based on Directed Acyclic Graphs (DAGs)/subject matter expertise,Dependent,Cross-sectional,Differential with respect to the outcome,Differential with respect to the exposure,Selection bias;Measurement bias,No,Objective,No,,,,,No,No,No,Subjective,Yes,Yes,Yes,Non-random,No,,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0053,Descriptive,0,1,1,<50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Cross-sectional,None of the above,,Not reported or unknown,No,Objective,No,,No,Non-random,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies",,,"No, I do not wish to recuse myself.",Descriptive
STUDY-0981,Causal,0,0,0,<50%,,Regression,No,No,Based on none of the above,Independent,Cross-sectional,Non-differential with respect to the outcome,Non-differential with respect to the exposure,Random error;Selection bias;Measurement bias;Confounding bias;Missing data,No,Objective,No,,No,,,No,Yes,No,Objective,No,,No,Non-random,No,,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","Yes, the authors conducted content/face validity or cited the content/face validity from other studies",,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
STUDY-0102,Predictive,0,0,0,<50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,No,"No, I do not wish to recuse myself.",Predictive
STUDY-0596,Predictive,0,0,0,<50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,No,"No, I do not wish to recuse myself.",Predictive
STUDY-0831,Causal,1,1,1,>=50%,,No adjustment for baseline confounding was done,No baseline selection bias from investigator,skipped,No adjustment for baseline and time-varying confounding was done,Dependent,Cross-sectional,Non-differential with respect to the outcome,Non-differential with respect to the exposure,None of the above,No,Objective,No,,,,,No,No,No,Objective,Yes,,skipped,Whole population was invited (no sample was taken),No,,No,No,,,,,,,,,,,,,,,,,"No, I do not wish to recuse myself.",Causal
